beta,seed,epoch,J,h,gradient_J,gradient_h,mass_J,mass_h,instances_J,instances_h,learning_rate,cumulative_measurements,error_relative,error_J,error_h
0.2,2,40,0.893607152808045,1.34391807353669,-0.49264711503616165,0.3252896245227961,9.690233161812207,8.818963153729138,134,122,0.1020408163265306,327680,0.10477963058373628,0.10639284719195496,0.10405461764220665
0.2,2,41,0.9083967699053102,1.3956112420911306,-0.14198032413374462,-0.3308362787484196,9.819542417508014,8.84647145365637,134,122,0.1,335872,0.07703778202242412,0.09160323009468985,0.06959250527257958
0.2,2,42,0.8614122285374801,1.3785848297551515,0.4600726290737921,0.11114841972927136,9.963593098325356,9.040071471314072,134,122,0.09803921568627452,344064,0.10220373915263296,0.13858777146251988,0.080943446829899
0.2,2,43,0.8873591317827626,1.4030697940240235,-0.25905388200089996,-0.16297192217361225,9.744061807191747,8.836699780080309,134,122,0.09615384615384615,352256,0.08243119279510688,0.1126408682172374,0.06462013731731764
0.2,2,44,0.8606152826424844,1.3643695930656912,0.27214540885147076,0.2625421633013267,9.889487399619547,8.990917592354204,134,122,0.09433962264150944,360448,0.10787985727437112,0.13938471735751556,0.09042027128953922
0.2,2,45,0.8505603337560546,1.3989156590048661,0.10424971005450465,-0.23878240777157742,9.717886015515564,8.794401131511682,134,122,0.09259259259259259,368640,0.10007728988755459,0.14943966624394545,0.06738956066342257
0.2,3,0,0.5,0.5,,,,,,,,0,0.6201736729460423,0.5,0.6666666666666666
0.2,3,1,0.4742938052031423,0.5863955528315319,0.30135680879745796,-0.6752169610308663,7.084960076217787,5.4999490643968745,144,112,0.5,8192,0.5846866587876316,0.5257061947968578,0.6090696314456454
0.2,3,2,0.5525452164161058,0.6311361009191413,-0.7531453248035239,-0.2870758418198595,7.100191609766002,5.630390704079826,142,114,0.45454545454545453,16384,0.5421155875834549,0.44745478358389423,0.5792425993872391
0.2,3,3,0.57874763685514,0.7173824525123309,-0.20979021523649963,-0.46035545217910906,7.447552640895736,5.955236487763793,142,114,0.4166666666666667,24576,0.49301077507049806,0.42125236314486003,0.5217450316584461
0.2,3,4,0.6151063434364739,0.7998630226833261,-0.23088635199564655,-0.34918070063359136,7.65999426620851,6.2377911569495925,141,115,0.3846153846153846,32768,0.44318251627169813,0.38489365656352614,0.4667579848777826
0.2,3,5,0.6664556574578102,0.8739457328763137,-0.38135817493591767,-0.36679551540864047,7.909651035707922,6.545889198061891,140,116,0.35714285714285715,40960,0.3934837593464809,0.3335443425421898,0.4173695114157909
0.2,3,6,0.646444794234245,0.9618352393776461,0.12181224223859113,-0.3566735306571844,8.209406870867475,6.883431437012877,139,117,0.3333333333333333,49152,0.35717808232342624,0.35355520576575505,0.3587765070815692
0.2,3,7,0.7103580800067473,1.0253969566433279,-0.5348016165406351,-0.3545732183110539,8.257636149102954,7.046676170223892,138,118,0.3125,57344,0.3084155491345019,0.2896419199932527,0.3164020289044481
0.2,3,8,0.6270482786588324,1.0598131882698578,0.35300145355786827,-0.09721929147658802,8.597546513320525,7.404221238856944,137,119,0.29411764705882354,65536,0.3200276024982305,0.3729517213411676,0.29345787448676147
0.2,3,9,0.7056629535608694,1.0991088352914395,-0.2716923164614401,-0.09053717073772409,8.326795501691459,7.242973659017927,136,120,0.2777777777777778,73728,0.2758751238390281,0.2943370464391306,0.2672607764723736
0.2,3,10,0.7686270748463725,1.0346067467148325,-0.6708174393440948,0.4581352576451912,8.688683023885417,7.582928402403165,136,120,0.2631578947368421,81920,0.28829702135524593,0.2313729251536275,0.3102621688567783
0.2,3,11,0.8326927884629165,1.022117421382593,-0.24601234028752897,0.03197267285053338,8.840312293610877,7.609496138426945,137,119,0.25,90112,0.2808577312877528,0.1673072115370835,0.31858838574493803
0.2,3,12,0.8466577083705127,1.111167862212352,-0.10767753518393536,-0.4577532865226378,9.078044504737935,7.781805870884843,137,119,0.23809523809523808,98304,0.23185160358676063,0.15334229162948732,0.25922142519176533
0.2,3,13,0.7972557307570565,1.0783687236937016,0.2086739534392391,0.09236237406851958,9.26682699354662,8.060716282343527,136,120,0.22727272727272727,106496,0.2595132555503051,0.20274426924294353,0.28108751753753225
0.2,3,14,0.8213000166526725,1.1652414600139642,-0.16869669013367747,-0.4063375152473974,9.019101092024902,7.814814434657016,137,119,0.2173913043478261,114688,0.21049170576892823,0.1786999833473275,0.22317235999069052
0.2,3,15,0.8118221267703987,1.0756023524582803,0.06374023636420507,0.40189099571355835,9.246583621900683,8.122428544947706,136,120,0.20833333333333334,122880,0.257517303503555,0.18817787322960133,0.28293176502781314
0.2,3,16,0.857032482992191,1.1535832712160037,-0.3766729132640973,-0.43313527109265826,9.073264020603311,7.85418624914687,137,119,0.2,131072,0.20787885592022695,0.14296751700780896,0.23094448585599756
0.2,3,17,0.7997696059120951,1.2231962219400596,0.516897459450802,-0.4189189600539727,9.373073931374543,8.20739187044518,136,120,0.1923076923076923,139264,0.1895034339164044,0.20023039408790488,0.18453585203996026
0.2,3,18,0.8174490081228283,1.1348082208456174,-0.17556992643676436,0.5851734376185619,9.249537587888074,8.209389675576347,135,121,0.18518518518518517,147456,0.22647119035476088,0.18255099187717172,0.24346118610292175
0.2,3,19,0.8674025284749495,1.209839186482681,-0.3925493970003295,-0.3930768723881143,9.184811697556096,8.028804201969994,136,120,0.17857142857142858,155648,0.1769618708656398,0.13259747152505053,0.19344054234487937
0.2,3,20,0.9483992899733829,1.2493932586721015,-0.492671741796946,-0.16039467323724124,9.501526448941101,8.392542902359434,135,121,0.1724137931034483,163840,0.14192779537414765,0.05160071002661715,0.16707116088526566
0.2,3,21,0.9110162336297456,1.218718754819619,0.2153264045393506,0.11779009479353265,9.895851783085048,8.770831673856893,135,121,0.16666666666666666,172032,0.16364807415507557,0.0889837663702544,0.187520830120254
0.2,3,22,0.8974442648920891,1.3056466699795004,0.08078035792653163,-0.3449299673544095,9.693642951183795,8.56133867689919,135,121,0.16129032258064516,180224,0.1218964197033142,0.10255573510791094,0.12956888668033306
0.2,3,23,0.8894919278150111,1.3954339760701306,0.0678766995772832,-0.5109161363338185,9.774244739128783,8.753395043736926,135,121,0.15625,188416,0.08439119053285257,0.11050807218498893,0.06971068261991291
0.2,3,24,0.8756650106231881,1.4705539359877169,0.08760734732739009,-0.31730671069188426,9.885797508943387,8.976560858993595,134,122,0.15151515151515152,196608,0.07087640438255315,0.12433498937681187,0.019630709341522074
0.2,3,25,0.8173772427625883,1.4017968554953864,0.44898477793121905,0.353085889191231,9.95249591080869,9.143066183267665,133,123,0.14705882352941177,204800,0.11501829827879716,0.18262275723741173,0.06546876300307576
0.2,3,26,0.7696940995686793,1.4107376168030783,0.32043072226306835,-0.04005461065846015,9.603895450363513,8.75860819731662,133,123,0.14285714285714285,212992,0.1370104777885203,0.2303059004313207,0.05950825546461447
0.2,3,27,0.8273834611202514,1.4202559998311683,-0.39874886704446616,-0.04386070899343904,9.428195434118045,8.631787529908802,133,123,0.1388888888888889,221184,0.10547413107232341,0.1726165388797486,0.0531626667792211
0.2,3,28,0.8216239763115908,1.3424579816143345,0.04091538008072483,0.36845141427492545,9.674214312420272,8.842833942598212,133,123,0.13513513513513511,229376,0.13201106408633076,0.1783760236884092,0.10502801225711034
0.2,3,29,0.7930045141309369,1.2980403649646215,0.20880759607005125,0.216047287384204,9.525180552642338,8.606618468856453,134,122,0.13157894736842105,237568,0.16041755644739022,0.20699548586906313,0.13463975669025233
0.2,3,30,0.86053056167701,1.3577499362476702,-0.6490844492065226,-0.3826331279760011,9.339846034220031,8.39213332369836,134,122,0.12820512820512822,245760,0.11050486221627355,0.13946943832298997,0.09483337583488656
0.2,3,31,0.8105868254446779,1.4327874149576802,0.5206586541533786,-0.5215056731635361,9.70688830004212,8.775681672545023,134,122,0.125,253952,0.11148629758259843,0.18941317455532214,0.044808390028213164
0.2,3,32,0.8766780529450435,1.4020297721105948,-0.5202701428828789,0.1614161096615052,9.62725968743275,8.82408066149562,133,123,0.12195121951219513,262144,0.08736566510605777,0.12332194705495647,0.0653134852596035
0.2,3,33,0.9461428288577967,1.4293297495092052,-0.5601639529604417,-0.14676467849492986,9.844192747108092,8.95264538819072,134,122,0.11904761904761904,270336,0.04928685013538995,0.05385717114220334,0.04711350032719652
0.2,3,34,0.9794812119141764,1.3888109005607827,-0.2752416905134711,0.22301574461211693,10.174451456222103,9.26227092516707,134,122,0.11627906976744186,278528,0.06271801728276785,0.020518788085823636,0.07412606629281153
0.2,3,35,0.8985775574770672,1.3913384629457313,0.6834740726846977,-0.014235231352029766,10.247331551300642,9.262390533054035,134,122,0.11363636363636363,286720,0.08245062201997737,0.10142244252293275,0.07244102470284582
0.2,3,36,0.8627111131014272,1.4409411306746225,0.3098860794055301,-0.2857113661184138,9.916354540976963,8.995299784889415,134,122,0.1111111111111111,294912,0.08290158857500143,0.13728888689857277,0.039372579550251675
0.2,3,37,0.7987659492059507,1.3841393977931444,0.5647636875248493,0.33444860320614284,9.850960057810486,9.0163678234204,133,123,0.10869565217391305,303104,0.1288037533408178,0.20123405079404932,0.07724040147123705
0.2,3,38,0.7386541507716938,1.3169711635674386,0.660263245778761,0.49184705275006235,9.500700664091703,8.64941844115425,134,122,0.10638297872340426,311296,0.17698431731890116,0.26134584922830617,0.12201922428837426
0.2,3,39,0.7696959522033107,1.2742016549603679,-0.2860812419937812,0.2627758608818423,9.154599743800999,8.273201297441227,134,122,0.10416666666666667,319488,0.1789068060400133,0.23030404779668934,0.15053223002642144
0.2,3,40,0.7674299733513454,1.1967204445342738,0.021318329039288764,0.4859621517924616,9.209518144972746,8.252830928686015,135,121,0.1020408163265306,327680,0.2119994964136576,0.23257002664865456,0.20218637031048411
0.2,3,41,0.7761875861634366,1.2460068684449388,-0.08407308299607578,-0.31543311302825633,9.079892963576185,8.035243510825056,135,121,0.1,335872,0.1877842521983433,0.22381241383656336,0.1693287543700408
0.2,3,42,0.7657583353198943,1.2797308803319567,0.10212322425996657,-0.220150349598453,9.191090183396991,8.196366861973173,135,121,0.09803921568627452,344064,0.17835801726729464,0.23424166468010565,0.14684607977869554
0.2,3,43,0.7825249984029947,1.2371584241730234,-0.16739836422167412,0.28336226819386057,9.202617766442803,8.255569365886803,134,122,0.09615384615384615,352256,0.18923414092910706,0.21747500159700528,0.17522771721798444
0.2,3,44,0.7779196036877215,1.2783266866455205,0.04686449662262016,-0.2792854926134209,9.20248297316905,8.19237444999368,135,121,0.09433962264150944,360448,0.17405459822425476,0.2220803963122785,0.14778220890298632
0.2,3,45,0.7429703351338738,1.2893865364598727,0.362354016366293,-0.07644568191680154,9.248654893920621,8.290109505644256,134,122,0.09259259259259259,368640,0.18432603192383928,0.2570296648661262,0.14040897569341823
0.2,4,0,0.5,0.5,,,,,,,,0,0.6201736729460423,0.5,0.6666666666666666
0.2,4,1,0.51683106055493,0.5885534606923766,-0.10762743171337784,-0.377507664576348,7.084960076217787,5.4999490643968745,144,112,0.5,8192,0.5722256193173934,0.48316893944507,0.6076310262050822
0.2,4,2,0.5545632513595166,0.6704148177363828,-0.4121803216866819,-0.5961601091024784,7.259485975753033,5.753418195782649,142,114,0.45454545454545453,16384,0.5223100970086241,0.44543674864048344,0.5530567881757448
0.2,4,3,0.5919944144109209,0.752414256957753,-0.2861591469548411,-0.41792074954832376,7.506686459652577,6.054914796605635,141,115,0.4166666666666667,24576,0.4724251673983497,0.40800558558907907,0.498390495361498
0.2,4,4,0.6630212146330937,0.8079137492995714,-0.26319115986351393,-0.13710295001875905,7.757213132819359,6.36157688087042,140,116,0.3846153846153846,32768,0.42698876951397213,0.3369787853669063,0.4613908338002857
0.2,4,5,0.7075560747463102,0.8862824052450209,-0.39435653742066007,-0.46263671084316565,8.104207741488795,6.708232307225902,140,116,0.35714285714285715,40960,0.37710342818327197,0.2924439252536898,0.40914506316998606
0.2,4,6,0.655184107788386,0.9156602210033222,0.1508312648388218,-0.05640540625593851,8.386218325038493,7.039394700741127,139,117,0.3333333333333333,49152,0.3763594749865848,0.344815892211614,0.38955985266445187
0.2,4,7,0.6685387301419173,1.0048042284395742,-0.08940239475572827,-0.3978491507507109,8.225020317527001,6.954992561271687,138,118,0.3125,57344,0.3305405482340233,0.33146126985808266,0.33013051437361723
0.2,4,8,0.7416591658051236,1.0575147766099633,-0.5368188160539062,-0.25798546198231603,8.405048891358303,7.223592935504849,137,119,0.29411764705882354,65536,0.2842172297765514,0.2583408341948764,0.2949901489266911
0.2,4,9,0.7671211084865466,1.0039157832906365,-0.08799647390699773,0.12349208060772879,8.76764867291541,7.5848039186166325,137,119,0.2777777777777778,73728,0.3039899432449282,0.23287889151345342,0.3307228111395757
0.2,4,10,0.7152337586588067,1.0776226549367303,0.2044960842676373,-0.19366013341444988,8.789321896365902,7.525079469818624,137,119,0.2631578947368421,81920,0.2825675869213416,0.2847662413411933,0.2815848967088465
0.2,4,11,0.6444825831451383,1.0284317600115211,0.27168451397248666,0.12592869100853507,8.693904447119573,7.555721460512105,136,120,0.25,90112,0.32758756370354813,0.3555174168548617,0.3143788266589859
0.2,4,12,0.6703181005698922,1.1147887286903444,-0.28559989480960574,-0.6364246749997315,8.34713292563541,7.2128129833302905,137,119,0.23809523809523808,98304,0.2812487967048966,0.32968189943010784,0.25680751420643705
0.2,4,13,0.7603021450640577,1.1200680976367288,-0.5004779063005809,-0.01957537792192416,8.57511751267767,7.516945122018878,136,120,0.22727272727272727,106496,0.2491853262097024,0.2396978549359423,0.2532879349088475
0.2,4,14,0.7603021450640577,1.029929315750129,0.0,0.7604581281097315,8.934783155412493,7.807912331394034,136,120,0.2173913043478261,114688,0.2926912312959664,0.2396978549359423,0.31338045616658067
0.2,4,15,0.7819550595788803,1.1174287517083898,-0.10037021877494529,-0.2703973953499558,8.800460782187203,7.571127069798763,137,119,0.20833333333333334,122880,0.2442598591428969,0.21804494042111966,0.2550474988610734
0.2,4,16,0.8285716909954866,1.0956551309744558,-0.2237598307997098,0.06967558634858877,9.016692441114232,7.869242693487673,136,120,0.2,131072,0.24361535775475837,0.17142830900451345,0.26956324601702947
0.2,4,17,0.8427106056016096,1.1846781116803429,-0.10459091974809995,-0.4390245262868982,9.170531843513404,7.960978076669088,137,119,0.1923076923076923,139264,0.19546225041301196,0.1572893943983904,0.21021459221310476
0.2,4,18,0.8719600747906522,1.099416933221684,-0.16350207226074617,0.31773521019671025,9.36264497998378,8.243940588887616,136,120,0.18518518518518517,147456,0.23327831897485496,0.12803992520934782,0.2670553778522106
0.2,4,19,0.8869899234661452,1.1882938348823056,-0.08106082604366059,-0.3195612153903832,9.351859509879159,8.112594054710527,137,119,0.17857142857142858,155648,0.1839163779636045,0.11301007653385475,0.20780411007846297
0.2,4,20,0.9161483218289657,1.2024357334912685,-0.16235396208418415,-0.052494727636470256,9.548168148518506,8.39915642183524,136,120,0.1724137931034483,163840,0.1714872470117984,0.08385167817103434,0.19837617767248764
0.2,4,21,0.8543020602183993,1.2545264836529446,0.3562344668768622,-0.2000284806208364,9.689577499050651,8.534548506489019,136,120,0.16666666666666666,172032,0.15834250790795837,0.14569793978160073,0.16364901089803693
0.2,4,22,0.9127877388244983,1.2931203839628946,-0.34810675906350114,-0.15314059642988187,9.517855690850158,8.47086270537861,135,121,0.16129032258064516,180224,0.12453625240622053,0.08721226117550174,0.13791974402473692
0.2,4,23,0.9438577457901741,1.246669542996355,-0.19089412279711263,0.19026264459894637,9.817412029565793,8.7702019034181,135,121,0.15625,188416,0.14393189965924466,0.05614225420982588,0.16888697133576333
0.2,4,24,1.0116682889450357,1.2455998023877592,-0.42964760142920316,0.004518584330708743,9.872753394543391,8.747979264252127,135,121,0.15151515151515152,196608,0.1412641927650261,0.011668288945035687,0.16960013174149383
0.2,4,25,1.0397547132295484,1.3265884319749413,-0.18334817772929835,-0.3524625159634158,10.154668305007293,8.978518827699645,135,121,0.14705882352941177,204800,0.09868677590292853,0.03975471322954838,0.11560771201670583
0.2,4,26,0.950980815306997,1.342215173402265,0.8186242276924781,-0.09606749605199877,10.401343128327957,9.299333617833481,135,121,0.14285714285714285,212992,0.09164972109142852,0.04901918469300304,0.10518988439849004
0.2,4,27,1.040432525776848,1.3311070010045247,-0.7268109177325359,0.060170572720751894,10.05343617818424,9.034842919300592,134,122,0.1388888888888889,221184,0.09633217251601732,0.04043252577684808,0.11259533266365018
0.2,4,28,1.1014980836333963,1.3758044496208912,-0.433809723012919,-0.21168711664711165,10.411433352310056,9.314233132472912,135,121,0.13513513513513511,229376,0.08897086077037836,0.1014980836333963,0.08279703358607253
0.2,4,29,1.1275993567304117,1.4103852050422248,-0.1904348885158238,-0.16820079436936652,10.744536867840164,9.656704429676573,134,122,0.13157894736842105,237568,0.08649127535073466,0.12759935673041167,0.05974319663851683
0.2,4,30,1.1153566138646114,1.499688705797357,0.16288850728764423,-0.7921162816218145,10.913529988272163,9.848477590610075,134,122,0.12820512820512822,245760,0.06398856933111545,0.11535661386461138,0.00020752946842872433
0.2,4,31,1.149707248362213,1.5725523452382417,-0.26381287294158157,-0.37306183393732995,11.007721443523247,10.057338208063909,133,123,0.125,253952,0.09228068055458155,0.14970724836221305,0.04836823015882782
0.2,4,32,1.149707248362213,1.6590935785314938,0.0,-0.4541683923229869,11.279501295122714,10.393062745251607,133,123,0.12195121951219513,262144,0.1211775898831538,0.14970724836221305,0.1060623856876625
0.2,4,33,1.232801711184111,1.6940265178343956,-0.7467140741476482,-0.20927922706259433,11.427971917390096,10.64640991005608,132,124,0.11904761904761904,270336,0.16810521096869094,0.23280171118411097,0.12935101188959708
0.2,4,34,1.2130853036452875,1.6565500000396551,0.16277866064052687,0.2062707539422518,11.85477694044113,11.060572319498043,132,124,0.11627906976744186,278528,0.1466689093392854,0.21308530364528755,0.10436666669310342
0.2,4,35,1.1899702198938555,1.56942541738261,0.2770374314744902,0.6961333374965402,11.702061105482468,10.875027886560124,132,124,0.11363636363636363,286720,0.1121929286476846,0.18997021989385554,0.046283611588406735
0.2,4,36,1.2062106676934994,1.4807617390511363,-0.23676124646346608,0.8617218464569621,11.45063482896036,10.533345303275166,133,123,0.1111111111111111,294912,0.11488181238517785,0.20621066769349938,0.012825507299242478
0.2,4,37,1.163565531037253,1.501451933265306,0.3766418469479681,-0.12182386353303204,11.373522814879488,10.339138331151242,134,122,0.10869565217391305,303104,0.09073340671135324,0.16356553103725302,0.0009679555102040105
0.2,4,38,1.1477893734967175,1.5161541044477704,0.14236404564579158,-0.08844826183370581,11.220395893860907,10.239187016984296,133,123,0.10638297872340426,311296,0.08246706383867952,0.1477893734967175,0.010769402965180289
0.2,4,39,1.117586338792295,1.5339093758040983,0.278351167835957,-0.10908838721327756,11.176061984055028,10.223140287415724,133,123,0.10416666666666667,319488,0.0678831413034986,0.11758633879229508,0.022606250536065502
0.2,4,40,1.086608600998417,1.545437283236597,0.2914385571648046,-0.07230303541663169,11.074665172262575,10.163740978566512,133,123,0.1020408163265306,327680,0.05425182442823962,0.08660860099841705,0.030291522157731343
0.2,4,41,1.0930468724306377,1.456559358919374,-0.061807405749318554,0.5688187156302277,10.96051328621249,10.085002093335929,133,123,0.1,335872,0.05696101167700086,0.0930468724306377,0.028960427387084042
0.2,4,42,1.1090532616266313,1.4140289040194136,-0.15673456300716895,0.27763880958694165,10.83996461572162,9.853653751158365,134,122,0.09803921568627452,344064,0.07702875230519635,0.10905326162663131,0.057314063987057594
0.2,4,43,1.106362608204837,1.504127518793248,0.04044475773951819,-0.9028827019433195,10.839195074190874,9.79126130107422,134,122,0.09615384615384615,352256,0.05904376691006889,0.106362608204837,0.0027516791954986055
0.2,4,44,1.1668905270621013,1.437334023310466,-0.6447524280852803,0.47432952380627946,10.976265335723813,10.037424761836107,133,123,0.09433962264150944,360448,0.09888528343103778,0.16689052706210128,0.04177731779302274
0.2,4,45,1.1563769542359703,1.4350951749283964,0.10900472306132541,0.015474920016863947,11.128863154451508,10.069014624306142,134,122,0.09259259259259259,368640,0.09391712899178593,0.1563769542359703,0.04326988338106904
0.4,0,0,0.5,0.5,,,,,,,,0,0.6201736729460423,0.5,0.6666666666666666
0.4,0,1,0.5339512108091017,0.5835003909248091,-0.5995997064225431,-0.9831128982153259,19.469355173249635,16.572474569915492,138,118,0.5,8192,0.5703367446157187,0.4660487891908983,0.6109997393834606
0.4,0,2,0.5140633846208491,0.6714178201951526,0.4626211634967314,-1.3633956450106306,20.544156158548724,17.929586564523362,136,120,0.45454545454545453,16384,0.5328249309413993,0.4859366153791509,0.5523881198698982
0.4,0,3,0.5852966960041891,0.7266520066141099,-0.7744802930581532,-0.400353786300675,20.75607185395851,18.606918829974227,134,122,0.4166666666666667,24576,0.4867619696980397,0.4147033039958109,0.5155653289239267
0.4,0,4,0.6103455948092282,0.8132404161655903,-0.7294747609051105,-1.68108679071654,22.342769819722246,20.256058120238805,134,122,0.3846153846153846,32768,0.4379916688610503,0.38965440519077177,0.45783972255627314
0.4,0,5,0.6126317591217484,0.9033502017204131,-0.06638576668130879,-1.7444086489569017,23.367789871820694,21.63066724706558,132,124,0.35714285714285715,40960,0.39459624382327924,0.3873682408782516,0.39776653218639124
0.4,0,6,0.6975649890825409,0.933538716894683,-2.8790616855451394,-0.6822190201397864,24.04188562909407,22.740634004659547,131,125,0.3333333333333333,49152,0.35619584979483737,0.30243501091745906,0.37764085540354464
0.4,0,7,0.7668390503430976,0.875866328037721,-1.1446920412181065,0.6353231721590923,25.79865073541023,24.43550662150355,131,125,0.3125,57344,0.3695764182129117,0.23316094965690237,0.4160891146415193
0.4,0,8,0.7358726640304011,0.9277265375508046,0.4042971396985663,-0.4513912636018791,26.683611220105373,24.876674082948,132,124,0.29411764705882354,65536,0.34961964626631176,0.2641273359695989,0.38151564163279694
0.4,0,9,0.7249577460083346,1.0172020345573682,0.26520481016519015,-1.449351682415371,26.469965814582793,24.988822110609842,131,125,0.2777777777777778,73728,0.3082167653386221,0.2750422539916654,0.32186531029508786
0.4,0,10,0.7610823683870077,0.9346186726858734,-0.7508914794466488,1.1443929133863073,26.92852202153499,25.922428240301073,130,126,0.2631578947368421,81920,0.3404692146801777,0.2389176316129923,0.3769208848760844
0.4,0,11,0.8053997948602901,1.0131104920735345,-1.8675921389308003,-2.2051627170054973,26.99636636688936,25.493210601219623,131,125,0.25,90112,0.290850547278306,0.19460020513970988,0.3245930052843103
0.4,0,12,0.863873422605691,1.005574363628333,-0.943062668277826,0.08102845304280648,28.428555797360552,27.225560222382978,130,126,0.23809523809523808,98304,0.28446287034967216,0.136126577394309,0.3296170909144447
0.4,0,13,0.8405347112684677,0.9718237310172056,0.39433086675372603,0.3801671257317384,29.518482025564634,28.160527831980623,131,125,0.22727272727272727,106496,0.30604139962621757,0.15946528873153232,0.35211751265519625
0.4,0,14,0.8903283435792565,0.9822645755263169,-0.8795547211377737,-0.12295138493929389,28.80541711726209,27.322529986509757,131,125,0.2173913043478261,114688,0.293560551728922,0.1096716564207435,0.3451569496491221
0.4,0,15,0.8323367454104621,1.0214812870630656,1.0689011374472188,-0.48189495136356775,29.872223787858275,28.346761844915747,131,125,0.20833333333333334,122880,0.2812560429821233,0.1676632545895379,0.31901247529128957
0.4,0,16,0.8389108612013471,1.1113800134253897,-0.25110479839191824,-2.2891799979347724,29.016554480843883,27.801125758051214,130,126,0.2,131072,0.23335361387595172,0.16108913879865294,0.25907999104974017
0.4,0,17,0.8895926567602697,1.1113800134253897,-1.0120140937205666,0.0,29.83995842056071,29.073039267456856,129,127,0.1923076923076923,139264,0.22409838183365663,0.11040734323973034,0.25907999104974017
0.4,0,18,0.9047278764457704,1.1754214129267364,-0.31384391539854295,-0.8853083067066158,30.846373399171075,29.982441320464055,129,127,0.18518518518518517,147456,0.18763961916643754,0.09527212355422965,0.21638572471550907
0.4,0,19,0.9232753825534669,1.1529981980881128,-0.39884557133990556,0.32145920792650823,31.66220227867558,31.10500526222213,129,127,0.17857142857142858,155648,0.19713089556271488,0.07672461744653314,0.23133453460792483
0.4,0,20,0.9600053994875515,1.160225296996257,-0.8180509371559339,-0.10730796458812404,31.857681779053728,31.14996914900972,129,127,0.1724137931034483,163840,0.1897742925537777,0.03999460051244852,0.226516468669162
0.4,0,21,0.9874843587081091,1.111110417536424,-0.6331152204416475,0.7544045485030346,32.66874537478901,31.936459219961797,129,127,0.16666666666666666,172032,0.21582881295183337,0.012515641291890867,0.25925972164238403
0.4,0,22,0.96095096790147,1.111110417536424,0.6317069683244622,0.0,32.84876235287203,31.816260705857005,130,126,0.16129032258064516,180224,0.2168018835119194,0.039049032098529946,0.25925972164238403
0.4,0,23,0.8928218963578226,1.1609510794187723,1.6743400622566795,-0.8165894042803968,32.297550359792396,31.307729613165403,129,127,0.15625,188416,0.19724355615691047,0.10717810364217739,0.22603261372081848
0.4,0,24,0.912571210881713,1.1609510794187723,-0.5005266272934789,0.0,31.305665416173948,30.69417641136414,129,127,0.15151515151515152,196608,0.19422268243831362,0.087428789118287,0.22603261372081848
0.4,0,25,0.979720481397406,1.1008180978761088,-2.380884680110823,1.421407295763598,31.704167611282188,31.05698521496377,129,127,0.14705882352941177,204800,0.22171183644056175,0.020279518602594027,0.2661212680825941
0.4,0,26,1.0141282897804103,1.0432113116412123,-0.9248818893351564,1.0323136093293468,32.606005590120766,31.532488430423683,130,126,0.14285714285714285,212992,0.25350194317850955,0.014128289780410253,0.3045257922391918
0.4,0,27,0.9821091704056685,1.0017283483050903,0.8852646124728608,0.7646139802114005,32.88125703470626,31.45840375726905,130,126,0.1388888888888889,221184,0.276569490873366,0.017890829594331525,0.3321811011299398
0.4,0,28,1.0019232923876351,0.9937282188755212,-0.5630380902395642,0.15155445191375658,31.895346949787204,30.310890382751317,131,125,0.13513513513513511,229376,0.28083108277263286,0.0019232923876351116,0.33751452074965255
0.4,0,29,0.982416106289207,0.9662098566089706,0.5692977190965294,0.5353972562580074,32.249946465576365,30.59412892902899,131,125,0.13157894736842105,237568,0.29625410636528193,0.017583893710793053,0.3558600955940196
0.4,0,30,0.9855893670950729,1.05629276517579,-0.12075246750671889,-2.2852903590563827,31.63714648676035,29.873076588972324,131,125,0.12820512820512822,245760,0.24625426295478678,0.014410632904927057,0.29580482321613993
0.4,0,31,0.9080352381304317,1.0103541422040923,2.8490462164331976,1.1250745057071807,32.382601804268035,31.070550732954466,130,126,0.125,253952,0.27635572587764307,0.09196476186956826,0.3264305718639385
0.4,0,32,0.8840522570698546,1.0442281646894918,0.755176107635453,-0.7110834800135067,30.439406184690565,29.023815510755377,131,125,0.12195121951219513,262144,0.26086946040141296,0.11594774293014543,0.3038478902070055
0.4,0,33,0.9103837128786175,1.1304352086881766,-1.0022929237163205,-2.1876169906673217,30.214047555506475,29.01470956042974,130,126,0.11904761904761904,270336,0.21093871796532146,0.08961628712138248,0.2463765275412156
0.4,0,34,0.9394208093483896,1.089376913008431,-0.9589210738177534,0.9039394376852814,31.416080894600682,30.61341562294153,129,127,0.11627906976744186,278528,0.2302381094636192,0.06057919065161044,0.273748724661046
0.4,0,35,0.9123654685167528,1.1753595189964097,1.0967627851446484,-2.323694558847799,31.68425823751206,30.61809301070041,130,126,0.11363636363636363,286720,0.18652387186015032,0.08763453148324718,0.21642698733572688
0.4,0,36,0.9270844793898246,1.1693530859962407,-0.5086890157733617,0.13838821632389572,31.8161857138248,31.24498395223957,129,127,0.1111111111111111,294912,0.18781664945125634,0.07291552061017537,0.22043127600250623
0.4,0,37,0.9024573197448381,1.21205213077433,0.870028295938084,-1.0056479026135594,32.06675719314652,31.438100586319273,129,127,0.10869565217391305,303104,0.1686403089536693,0.09754268025516188,0.19196524615044672
0.4,0,38,0.8748271144808101,1.2235772032292689,0.9973398892103579,-0.2773393435556511,31.914876454731452,31.555054200109637,128,128,0.10638297872340426,311296,0.16832003751439437,0.12517288551918992,0.18428186451382075
