epoch,circuit,blocks,depth,gates,cz_gates,estimated_duration_seconds
2,5,19,354,6308,1548,1.5164000000000016e-05
2,6,19,359,6050,1476,1.4100000000000016e-05
2,7,19,307,5663,1388,1.4028000000000012e-05
2,8,19,299,5805,1431,1.3796000000000015e-05
2,9,19,354,6484,1592,1.4324000000000014e-05
2,10,19,268,5901,1447,1.2812000000000005e-05
2,11,19,287,6027,1491,1.3492000000000014e-05
2,12,19,293,6068,1504,1.2356000000000002e-05
2,13,19,302,6322,1548,1.3556000000000007e-05
2,14,19,352,5526,1361,1.4260000000000013e-05
2,15,19,340,7021,1708,1.4140000000000012e-05
2,16,19,356,6651,1624,1.552400000000002e-05
2,17,19,293,6057,1489,1.4036000000000016e-05
2,18,19,276,6080,1488,1.3292000000000006e-05
2,19,19,356,6288,1542,1.5436000000000016e-05
2,20,19,285,6635,1620,1.238e-05
2,21,19,286,6101,1474,1.3748000000000018e-05
2,22,19,355,6062,1475,1.4324000000000014e-05
2,23,19,354,6021,1480,1.4324000000000014e-05
2,24,19,354,6230,1534,1.4324000000000014e-05
2,25,19,335,6039,1484,1.4804000000000014e-05
2,26,19,389,6147,1532,1.6908000000000025e-05
2,27,19,387,6573,1600,1.6612000000000027e-05
2,28,19,296,6021,1477,1.3228000000000006e-05
2,29,19,332,6180,1507,1.3596000000000008e-05
2,30,19,325,5569,1371,1.4436000000000012e-05
2,31,19,312,5894,1453,1.6724000000000035e-05
2,32,19,352,6453,1572,1.534000000000002e-05
2,33,19,390,6199,1506,1.4488000000000031e-05
2,34,19,332,5951,1474,1.3596000000000008e-05
2,35,19,291,6437,1563,1.3828000000000016e-05
2,36,19,298,6167,1517,1.297200000000001e-05
2,37,19,388,6441,1578,1.6524000000000023e-05
2,38,19,352,6354,1564,1.5460000000000018e-05
2,39,19,332,6475,1577,1.410000000000001e-05
2,40,19,328,6817,1661,1.5396000000000023e-05
2,41,19,320,6590,1615,1.4260000000000011e-05
2,42,19,323,6419,1585,1.3068000000000006e-05
2,43,19,353,6649,1624,1.4148000000000014e-05
2,44,19,271,5965,1475,1.2908000000000006e-05
2,45,19,306,6581,1603,1.4028000000000012e-05
2,46,19,316,6897,1672,1.4820000000000019e-05
2,47,19,312,6305,1549,1.3684000000000008e-05
2,48,19,322,5143,1267,1.3060000000000007e-05
2,49,19,284,5951,1465,1.4772000000000022e-05
2,50,19,328,6793,1672,1.4532000000000013e-05
2,51,19,340,6828,1664,1.372400000000001e-05
2,52,19,320,6630,1601,1.4108000000000011e-05
2,53,19,324,5995,1462,1.4092000000000012e-05
2,54,19,321,6593,1625,1.4508000000000014e-05
2,55,19,323,6286,1536,1.3316000000000013e-05
2,56,19,351,6292,1553,1.5196000000000017e-05
2,57,19,278,6118,1501,1.4164000000000015e-05
2,58,19,271,6177,1511,1.2812000000000005e-05
2,59,19,325,6244,1524,1.7868000000000033e-05
2,60,19,346,6002,1468,1.5188000000000016e-05
2,61,19,354,6435,1588,1.4180000000000013e-05
2,62,19,335,6601,1614,1.381200000000001e-05
2,63,19,300,6024,1487,1.3900000000000011e-05
2,64,19,387,6093,1487,1.6644000000000026e-05
2,65,19,357,6130,1512,1.7508000000000036e-05
2,66,19,354,6804,1671,1.5460000000000018e-05
2,67,19,286,5975,1457,1.3236000000000005e-05
2,68,19,309,5696,1414,1.3676000000000008e-05
2,69,19,329,6157,1491,1.4532000000000013e-05
2,70,19,307,6182,1528,1.3676000000000008e-05
2,71,19,387,6673,1621,1.6612000000000027e-05
2,72,19,355,6422,1560,1.4324000000000014e-05
2,73,19,315,5689,1415,1.4012000000000011e-05
2,74,19,375,6881,1696,1.6708000000000027e-05
2,75,19,276,6019,1482,1.339600000000001e-05
2,76,19,321,6431,1588,1.372400000000001e-05
2,77,19,297,6217,1507,1.3484000000000007e-05
2,78,19,360,6341,1546,1.4140000000000012e-05
2,79,19,326,6371,1567,1.4436000000000012e-05
2,80,19,351,5726,1397,1.4084000000000013e-05
2,81,19,294,5969,1474,1.3412000000000013e-05
2,82,19,323,6080,1507,1.3068000000000006e-05
2,83,19,332,6529,1575,1.4564000000000013e-05
2,84,19,398,6611,1603,1.7036000000000028e-05
2,85,19,346,6629,1610,1.5188000000000016e-05
2,86,19,302,6353,1560,1.5300000000000023e-05
2,87,19,326,6172,1509,1.3268000000000004e-05
2,88,19,300,6553,1618,1.4812000000000018e-05
2,89,19,302,6284,1564,1.2876000000000003e-05
2,90,19,337,6484,1549,1.5972000000000026e-05
2,91,19,292,6494,1592,1.4580000000000018e-05
2,92,19,321,5759,1416,1.3236000000000007e-05
2,93,19,291,5712,1408,1.2452000000000002e-05
2,94,19,353,6789,1654,1.4156000000000013e-05
2,95,19,266,6227,1515,1.3684000000000015e-05
2,96,19,304,6216,1525,1.3908000000000012e-05
2,97,19,303,5833,1454,1.3388000000000006e-05
2,98,19,324,6408,1580,1.4388000000000012e-05
2,99,19,354,7039,1712,1.8508000000000027e-05
2,100,19,320,6342,1568,1.3652000000000008e-05
2,101,19,277,5893,1456,1.419600000000002e-05
2,102,19,287,6139,1505,1.339600000000001e-05
2,103,19,313,6522,1581,1.4420000000000013e-05
2,104,19,335,6059,1478,1.4564000000000013e-05
2,105,19,416,6629,1616,1.6532000000000024e-05
2,106,19,261,5729,1411,1.2148e-05
2,107,19,249,5979,1469,1.4100000000000016e-05
2,108,19,277,6349,1548,1.4196000000000016e-05
2,109,19,282,5832,1452,1.3316000000000013e-05
2,110,19,269,5964,1460,1.2484000000000003e-05
2,111,19,327,6284,1509,1.7012000000000036e-05
2,112,19,332,5847,1444,1.5316000000000017e-05
2,113,19,300,6831,1678,1.5628000000000024e-05
2,114,19,328,6101,1495,1.587200000000003e-05
2,115,19,325,6138,1514,1.4436000000000012e-05
2,116,19,322,5894,1450,1.3804000000000014e-05
2,117,19,337,6616,1603,1.5348000000000016e-05
2,118,19,328,6452,1577,1.6276000000000032e-05
2,119,19,321,6678,1636,1.3236000000000007e-05
2,120,19,361,6585,1603,1.562000000000002e-05
2,121,19,356,6158,1515,1.552400000000002e-05
2,122,19,323,5943,1465,1.3900000000000011e-05
2,123,19,355,6540,1599,1.4260000000000011e-05
2,124,19,269,6066,1466,1.4556000000000021e-05
2,125,19,281,6219,1522,1.3556000000000014e-05
2,126,19,351,6776,1657,1.5036000000000015e-05
2,127,19,295,6036,1484,1.4916000000000026e-05
2,128,19,299,6641,1625,1.4556000000000021e-05
2,129,19,324,6574,1609,1.4164000000000015e-05
2,130,19,321,5785,1417,1.4100000000000016e-05
2,131,19,329,6448,1579,1.4436000000000012e-05
2,132,19,269,5785,1436,1.3828000000000016e-05
2,133,19,301,6315,1551,1.3972000000000015e-05
2,134,14,298,4158,1024,1.3452000000000008e-05
3,0,19,303,5921,1453,1.6940000000000034e-05
3,1,19,352,7022,1711,1.534000000000002e-05
3,2,19,331,6354,1554,1.3364000000000008e-05
3,3,19,321,6221,1507,1.3236000000000007e-05
3,4,19,336,6105,1506,1.4972000000000015e-05
3,5,19,295,6773,1650,1.3556000000000014e-05
3,6,19,426,6284,1536,1.751600000000003e-05
3,7,19,389,6486,1593,1.6908000000000025e-05
3,8,19,328,6443,1576,1.4532000000000013e-05
3,9,19,349,6344,1536,1.554000000000002e-05
3,10,19,329,6353,1569,1.3332000000000007e-05
3,11,19,310,6704,1637,1.5628000000000024e-05
3,12,19,371,6307,1527,1.586000000000002e-05
3,13,19,296,5878,1440,1.3052000000000006e-05
3,14,19,294,5973,1473,1.3348000000000005e-05
3,15,19,293,5995,1466,1.3300000000000006e-05
3,16,19,328,6363,1551,1.4100000000000016e-05
3,17,19,267,6337,1551,1.2628000000000003e-05
3,18,19,323,5921,1455,1.3068000000000006e-05
3,19,19,315,6061,1476,1.410000000000001e-05
3,20,19,320,6629,1613,1.4196000000000011e-05
3,21,19,332,5828,1435,1.3596000000000008e-05
3,22,19,346,6925,1700,1.4260000000000013e-05
3,23,19,366,6065,1483,1.7488000000000016e-05
3,24,19,282,6086,1505,1.3444000000000007e-05
3,25,19,317,6200,1527,1.4508000000000013e-05
3,26,19,358,6546,1615,1.5276000000000025e-05
3,27,19,379,6540,1606,1.534800000000002e-05
3,28,19,281,6097,1485,1.3356000000000007e-05
3,29,19,353,6182,1531,1.485200000000002e-05
3,30,19,317,6325,1545,1.4324000000000012e-05
3,31,19,309,5690,1417,1.3532000000000009e-05
3,32,19,332,6876,1691,1.4564000000000013e-05
3,33,19,389,7208,1770,1.5460000000000018e-05
3,34,19,346,6061,1470,1.5100000000000016e-05
3,35,19,341,6603,1623,1.7140000000000032e-05
3,36,19,309,6948,1703,1.4100000000000016e-05
3,37,19,323,6328,1552,1.4644000000000021e-05
3,38,19,256,5514,1344,1.3924000000000016e-05
3,39,19,326,6490,1601,1.4068000000000015e-05
3,40,19,325,6359,1566,1.4228000000000012e-05
3,41,19,325,6330,1550,1.4196000000000011e-05
3,42,19,349,6965,1681,1.4556000000000014e-05
3,43,19,272,6031,1461,1.2908000000000006e-05
3,44,19,361,6680,1629,1.558800000000002e-05
3,45,19,323,6076,1503,1.419600000000002e-05
3,46,19,390,6430,1569,1.6708000000000027e-05
3,47,19,349,6399,1556,1.4260000000000013e-05
3,48,19,356,6629,1619,1.552400000000002e-05
3,49,19,323,5731,1430,1.354000000000001e-05
3,50,19,334,6637,1618,1.4564000000000013e-05
3,51,19,301,6083,1502,1.3556000000000007e-05
3,52,19,357,6392,1556,1.5124000000000016e-05
3,53,19,308,6247,1526,1.403600000000001e-05
3,54,19,264,5381,1341,1.2259999999999998e-05
3,55,19,412,6448,1581,1.763600000000003e-05
3,56,19,315,5857,1422,1.4012000000000011e-05
3,57,19,363,6781,1657,1.576400000000002e-05
3,58,19,329,6646,1610,1.4532000000000013e-05
3,59,19,395,7004,1707,1.5884000000000023e-05
3,60,19,295,6558,1601,1.2396000000000003e-05
3,61,19,303,6494,1598,1.4260000000000011e-05
3,62,19,353,6272,1538,1.5164000000000016e-05
3,63,19,329,5967,1475,1.4532000000000013e-05
3,64,19,323,6120,1499,1.3236000000000007e-05
3,65,19,312,6620,1619,1.3708000000000013e-05
3,66,19,356,6725,1645,1.552400000000002e-05
3,67,19,327,5710,1405,1.3132000000000007e-05
3,68,19,324,5919,1449,1.4436000000000012e-05
3,69,19,270,5846,1431,1.4740000000000022e-05
3,70,19,298,6390,1555,1.2268000000000002e-05
3,71,19,346,6269,1545,1.5180000000000022e-05
3,72,19,336,6275,1529,1.3692000000000009e-05
3,73,19,336,5813,1450,1.3692000000000009e-05
3,74,19,291,6181,1505,1.2652000000000004e-05
3,75,19,320,6400,1573,1.4196000000000016e-05
3,76,19,332,6311,1539,1.3492000000000009e-05
3,77,19,344,6604,1625,1.553200000000002e-05
3,78,19,332,6436,1585,1.3596000000000008e-05
3,79,19,270,5927,1437,1.2876000000000005e-05
3,80,19,355,6565,1599,1.4436000000000012e-05
3,81,19,323,6721,1656,1.4340000000000017e-05
3,82,19,340,6401,1564,1.372400000000001e-05
3,83,19,299,6424,1565,1.393200000000001e-05
3,84,19,364,6267,1526,1.7868000000000033e-05
3,85,19,297,5949,1454,1.4564000000000022e-05
3,86,19,331,6383,1556,1.4060000000000011e-05
3,87,19,381,6099,1503,1.4888000000000031e-05
3,88,19,399,6637,1614,1.6372000000000022e-05
3,89,19,350,6604,1619,1.528400000000002e-05
3,90,19,356,6034,1469,1.4356000000000015e-05
3,91,19,327,6000,1471,1.6016000000000028e-05
3,92,19,334,6729,1651,1.6144000000000024e-05
3,93,19,301,5889,1436,1.3780000000000009e-05
3,94,19,272,5707,1418,1.2524000000000002e-05
3,95,19,287,6121,1487,1.3452000000000008e-05
3,96,19,327,6240,1530,1.359600000000001e-05
3,97,19,360,5772,1424,1.558800000000002e-05
3,98,19,277,5632,1376,1.3292000000000006e-05
3,99,19,323,5974,1465,1.4564000000000022e-05
3,100,19,343,6396,1573,1.5036000000000015e-05
3,101,19,302,6674,1626,1.396400000000001e-05
3,102,19,309,5780,1414,1.4324000000000012e-05
3,103,19,299,6636,1621,1.3556000000000007e-05
3,104,19,282,6316,1554,1.3356000000000007e-05
3,105,19,328,6546,1605,1.361200000000001e-05
3,106,19,329,6294,1548,1.3332000000000007e-05
3,107,19,407,6496,1593,1.7364000000000026e-05
3,108,19,290,6636,1625,1.3172000000000005e-05
3,109,19,281,6400,1561,1.5492000000000027e-05
3,110,19,353,6272,1547,1.4148000000000014e-05
3,111,19,294,6393,1561,1.426000000000002e-05
3,112,19,325,6579,1620,1.3452000000000011e-05
3,113,19,296,5751,1408,1.3356000000000007e-05
3,114,19,281,5995,1463,1.3388000000000006e-05
3,115,19,385,6714,1638,1.523600000000002e-05
3,116,19,336,6549,1605,1.5116000000000018e-05
3,117,19,348,6847,1661,1.5188000000000016e-05
3,118,19,266,5890,1446,1.2396e-05
3,119,19,349,6768,1644,1.369200000000001e-05
3,120,19,306,6108,1508,1.3972000000000011e-05
3,121,19,326,6075,1488,1.4436000000000012e-05
3,122,19,315,5955,1456,1.5220000000000022e-05
3,123,19,402,6501,1601,1.5900000000000024e-05
3,124,19,263,5683,1392,1.2308000000000008e-05
3,125,19,361,6613,1603,1.5132000000000015e-05
3,126,19,308,6059,1496,1.3532000000000009e-05
3,127,19,316,6114,1507,1.410000000000001e-05
3,128,19,323,5860,1447,1.407600000000001e-05
3,129,19,327,6225,1527,1.3364000000000008e-05
3,130,19,332,6467,1585,1.3228000000000008e-05
3,131,19,272,6190,1509,1.4068000000000015e-05
3,132,19,322,6664,1624,1.383600000000001e-05
3,133,19,324,6394,1595,1.3532000000000009e-05
3,134,14,275,4422,1086,1.2148e-05
4,0,19,330,6296,1531,1.3708000000000013e-05
4,1,19,316,6270,1542,1.410000000000001e-05
4,2,19,340,6238,1534,1.372400000000001e-05
4,3,19,383,6219,1528,1.6428000000000023e-05
4,4,19,332,6917,1690,1.4644000000000014e-05
4,5,19,290,6101,1502,1.3484000000000008e-05
4,6,19,293,6558,1581,1.3292000000000006e-05
4,7,19,320,6608,1613,1.410000000000001e-05
4,8,19,300,6228,1542,1.5628000000000024e-05
4,9,19,342,6938,1685,1.5036000000000015e-05
4,10,19,255,5877,1445,1.2364000000000002e-05
4,11,19,329,6552,1608,1.4532000000000013e-05
4,12,19,300,6582,1614,1.3292000000000006e-05
4,13,19,350,6569,1603,1.5252000000000016e-05
4,14,19,294,6186,1498,1.2556000000000003e-05
4,15,19,333,6625,1613,1.708400000000003e-05
4,16,19,330,6120,1513,1.4932000000000016e-05
4,17,19,366,6210,1531,1.4748000000000015e-05
4,18,19,363,6845,1664,1.4196000000000016e-05
4,19,19,282,5927,1467,1.297200000000001e-05
4,20,19,345,6826,1672,1.562000000000002e-05
4,21,19,271,6111,1501,1.1923999999999996e-05
4,22,19,352,5941,1466,1.5460000000000018e-05
4,23,19,348,6378,1562,1.485200000000002e-05
4,24,19,363,6559,1613,1.4684000000000014e-05
4,25,19,300,6031,1470,1.3876000000000009e-05
4,26,19,273,6072,1476,1.292400000000001e-05
4,27,19,336,6026,1473,1.4708000000000014e-05
4,28,19,358,5857,1442,1.4244000000000013e-05
4,29,19,320,6171,1511,1.4196000000000011e-05
4,30,19,306,6057,1476,1.5724000000000024e-05
4,31,19,327,5977,1475,1.410000000000001e-05
4,32,19,327,6138,1512,1.3332000000000007e-05
4,33,19,343,6340,1557,1.4684000000000016e-05
4,34,19,329,7108,1729,1.5300000000000023e-05
4,35,19,355,6665,1635,1.689600000000002e-05
4,36,19,270,6391,1558,1.3164000000000012e-05
4,37,19,323,6121,1499,1.4228000000000017e-05
4,38,19,334,6249,1513,1.3828000000000016e-05
4,39,19,327,6653,1643,1.4140000000000012e-05
4,40,19,361,7319,1794,1.708400000000003e-05
4,41,19,277,6127,1512,1.3292000000000006e-05
4,42,19,336,6650,1635,1.5396000000000023e-05
4,43,19,358,6317,1534,1.3676000000000011e-05
4,44,19,351,6628,1628,1.4556000000000013e-05
4,45,19,294,6092,1501,1.383600000000001e-05
4,46,19,357,7004,1725,1.4620000000000014e-05
4,47,19,293,5962,1462,1.4100000000000016e-05
4,48,19,280,6109,1500,1.3828000000000016e-05
4,49,19,323,6211,1515,1.3236000000000007e-05
4,50,19,325,6529,1618,1.4140000000000012e-05
4,51,19,310,6012,1499,1.4324000000000012e-05
4,52,19,324,6324,1538,1.4436000000000012e-05
4,53,19,281,6457,1571,1.3356000000000007e-05
4,54,19,351,6053,1487,1.528400000000002e-05
4,55,19,281,5884,1459,1.2508000000000003e-05
4,56,19,298,6194,1511,1.3364000000000008e-05
4,57,19,302,6380,1552,1.396400000000001e-05
4,58,19,299,6495,1586,1.3332000000000006e-05
4,59,19,333,6791,1671,1.4676000000000013e-05
4,60,19,331,6831,1672,1.4564000000000022e-05
4,61,19,370,7042,1715,1.4764000000000015e-05
4,62,19,327,6534,1603,1.579600000000003e-05
4,63,19,363,6222,1533,1.4684000000000014e-05
4,64,19,299,6817,1663,1.3900000000000011e-05
4,65,19,316,6306,1551,1.6140000000000025e-05
4,66,19,393,6615,1612,1.6852000000000024e-05
4,67,19,323,6295,1542,1.3828000000000016e-05
4,68,19,289,5490,1358,1.2452000000000002e-05
4,69,19,263,6161,1511,1.2019999999999997e-05
4,70,19,296,6324,1538,1.3052000000000006e-05
4,71,19,396,7230,1768,1.6972000000000027e-05
4,72,19,323,6366,1554,1.386800000000001e-05
4,73,19,330,6585,1617,1.410000000000001e-05
4,74,19,287,6200,1492,1.3364000000000008e-05
4,75,19,334,6674,1610,1.5052000000000016e-05
4,76,19,278,6016,1472,1.3236000000000005e-05
4,77,19,315,6030,1478,1.4012000000000011e-05
4,78,19,333,6308,1553,1.4564000000000013e-05
4,79,19,360,6144,1514,1.562000000000002e-05
4,80,19,315,5998,1482,1.410000000000001e-05
4,81,19,336,6122,1503,1.5116000000000018e-05
4,82,19,394,6401,1559,1.5312000000000032e-05
4,83,19,280,6006,1467,1.3684000000000015e-05
4,84,19,327,7006,1699,1.6844000000000034e-05
4,85,19,273,6191,1508,1.4196000000000016e-05
4,86,19,353,5939,1456,1.5668000000000027e-05
4,87,19,330,6160,1495,1.3596000000000008e-05
4,88,19,346,6548,1594,1.5188000000000016e-05
4,89,19,385,7013,1717,1.5388000000000026e-05
4,90,19,351,6395,1580,1.4148000000000014e-05
4,91,19,264,6199,1508,1.2692000000000003e-05
4,92,19,346,6418,1592,1.7468000000000037e-05
4,93,19,325,6413,1579,1.3556000000000007e-05
4,94,19,301,6576,1628,1.647600000000003e-05
4,95,19,415,6371,1557,1.5864000000000026e-05
4,96,19,323,6465,1588,1.354000000000001e-05
4,97,19,303,5837,1441,1.3556000000000007e-05
4,98,19,319,6689,1632,1.4596000000000012e-05
4,99,19,345,6617,1626,1.4828000000000015e-05
4,100,19,297,5974,1457,1.378000000000001e-05
4,101,19,271,6170,1520,1.2876000000000005e-05
4,102,19,315,5948,1474,1.4012000000000011e-05
4,103,19,297,6125,1501,1.2908000000000006e-05
4,104,19,309,6535,1594,1.3684000000000008e-05
4,105,19,377,6347,1547,1.5172000000000018e-05
4,106,19,316,6368,1561,1.4012000000000011e-05
4,107,19,355,6030,1492,1.4148000000000014e-05
4,108,19,317,6084,1499,1.3956000000000015e-05
4,109,19,265,5717,1409,1.3804000000000014e-05
4,110,19,297,6246,1526,1.4068000000000015e-05
4,111,19,384,6900,1666,1.587200000000003e-05
4,112,19,325,6204,1515,1.4436000000000012e-05
4,113,19,297,6042,1491,1.3052000000000006e-05
4,114,19,321,6598,1606,1.3556000000000014e-05
4,115,19,328,6711,1642,1.5628000000000024e-05
4,116,19,297,5777,1420,1.3172000000000005e-05
4,117,19,295,6000,1485,1.3716000000000009e-05
4,118,19,386,6300,1531,1.707600000000003e-05
4,119,19,275,6179,1517,1.2884000000000006e-05
4,120,19,280,5584,1385,1.3004000000000006e-05
4,121,19,366,6480,1582,1.4320000000000027e-05
4,122,19,342,6370,1561,1.5124000000000015e-05
4,123,19,388,6694,1642,1.4872000000000031e-05
4,124,19,276,5970,1473,1.3292000000000006e-05
4,125,19,297,6193,1514,1.5124000000000022e-05
4,126,19,355,7178,1758,1.5556000000000022e-05
4,127,19,380,6373,1562,1.5100000000000016e-05
4,128,19,352,6625,1619,1.5196000000000017e-05
4,129,19,326,6307,1542,1.3652000000000014e-05
4,130,19,360,6986,1703,1.4868000000000014e-05
4,131,19,355,6965,1709,1.552400000000002e-05
4,132,19,335,6984,1700,1.3692000000000009e-05
4,133,19,346,6225,1537,1.6592000000000023e-05
4,134,14,325,4715,1144,1.3236000000000007e-05
