epoch,circuit,blocks,depth,gates,cz_gates,estimated_duration_seconds
9,11,19,298,6291,1544,1.3364000000000008e-05
9,12,19,329,7063,1710,1.363600000000001e-05
9,13,19,351,6901,1685,1.4732000000000018e-05
9,14,19,287,6139,1503,1.2652000000000002e-05
9,15,19,322,6951,1685,1.4260000000000011e-05
9,16,19,393,6403,1565,1.6428000000000023e-05
9,17,19,352,7389,1814,1.5460000000000018e-05
9,18,19,338,6747,1669,1.5092000000000016e-05
9,19,19,355,7151,1734,1.7060000000000037e-05
9,20,19,336,6553,1590,1.4196000000000011e-05
9,21,19,289,6170,1497,1.2756000000000005e-05
9,22,19,298,6198,1516,1.5676000000000027e-05
9,23,19,295,6308,1541,1.257600000000002e-05
9,24,19,360,6980,1711,1.552400000000002e-05
9,25,19,387,7418,1799,1.6236000000000025e-05
9,26,19,313,5957,1472,1.3772000000000008e-05
9,27,19,361,6175,1509,1.4276000000000015e-05
9,28,19,325,6426,1542,1.4140000000000012e-05
9,29,19,428,7680,1858,1.6496000000000016e-05
9,30,19,287,6417,1571,1.3452000000000008e-05
9,31,19,389,7274,1761,1.4796000000000017e-05
9,32,19,278,6180,1507,1.2364000000000002e-05
9,33,19,322,6442,1564,1.6964000000000036e-05
9,34,19,323,6167,1530,1.3804000000000009e-05
9,35,19,381,6849,1687,1.6956000000000032e-05
9,36,19,324,6659,1632,1.3556000000000007e-05
9,37,19,325,6723,1660,1.4580000000000018e-05
9,38,19,314,5945,1457,1.4068000000000015e-05
9,39,19,388,6581,1606,1.6612000000000027e-05
9,40,19,357,6503,1572,1.5428000000000022e-05
9,41,19,331,6756,1651,1.378000000000001e-05
9,42,19,282,6096,1496,1.3356000000000007e-05
9,43,19,296,6010,1477,1.2908000000000006e-05
9,44,19,392,6590,1613,1.6396000000000024e-05
9,45,19,360,6609,1609,1.7440000000000013e-05
9,46,19,386,6421,1568,1.541200000000002e-05
9,47,19,350,6520,1583,1.528400000000002e-05
9,48,19,272,6373,1570,1.298800000000001e-05
9,49,19,329,6885,1677,1.4436000000000012e-05
9,50,19,325,6730,1651,1.4548000000000012e-05
9,51,19,347,6114,1496,1.5132000000000015e-05
9,52,19,335,6467,1579,1.3692000000000009e-05
9,53,19,336,6879,1686,1.3692000000000009e-05
9,54,19,355,7077,1727,1.553200000000002e-05
9,55,19,309,6195,1516,1.3676000000000008e-05
9,56,19,348,6674,1636,1.4260000000000013e-05
9,57,19,324,6514,1586,1.5588000000000028e-05
9,58,19,342,6674,1627,1.5124000000000015e-05
9,59,19,329,7106,1745,1.4932000000000016e-05
9,60,19,319,6648,1623,1.5908000000000028e-05
9,61,19,444,6587,1617,1.752400000000003e-05
9,62,19,324,6393,1563,1.4436000000000012e-05
9,63,19,309,6651,1632,1.5628000000000024e-05
9,64,19,396,6276,1529,1.9279999999999995e-05
9,65,19,335,6633,1621,1.4100000000000016e-05
9,66,19,322,6313,1540,1.3236000000000007e-05
9,67,19,295,6556,1603,1.3604000000000007e-05
9,68,19,324,6298,1552,1.4572000000000014e-05
9,69,19,380,7136,1737,1.4888000000000031e-05
9,70,19,352,6654,1622,1.4140000000000012e-05
9,71,19,330,6165,1508,1.7052000000000033e-05
9,72,19,292,6331,1558,1.3452000000000008e-05
9,73,19,324,6137,1523,1.3708000000000013e-05
9,74,19,324,6271,1526,1.4436000000000012e-05
9,75,19,321,6842,1691,1.3316000000000013e-05
9,76,19,320,6495,1571,1.4196000000000011e-05
9,77,19,393,5862,1443,1.5884000000000023e-05
9,78,19,326,7122,1732,1.4228000000000012e-05
9,79,19,321,6927,1701,1.4820000000000022e-05
9,80,19,332,6528,1597,1.383600000000001e-05
9,81,19,335,6912,1714,1.5060000000000015e-05
9,82,19,358,7160,1740,1.665200000000003e-05
9,83,19,344,6648,1626,1.3740000000000009e-05
9,84,19,322,6788,1647,1.339600000000001e-05
9,85,19,321,6249,1548,1.3236000000000007e-05
9,86,19,349,7241,1759,1.4644000000000014e-05
9,87,19,256,5814,1426,1.3316000000000013e-05
9,88,19,326,6736,1641,1.569600000000003e-05
9,89,19,386,7385,1791,1.6956000000000032e-05
9,90,19,384,7754,1878,1.7708000000000034e-05
9,91,19,327,6543,1602,1.466800000000002e-05
9,92,19,352,6327,1564,1.4020000000000013e-05
9,93,19,323,6684,1623,1.410000000000001e-05
9,94,19,322,5682,1413,1.407600000000001e-05
9,95,19,263,5811,1430,1.2148e-05
9,96,19,281,6419,1585,1.2780000000000005e-05
9,97,19,371,6981,1702,1.531600000000002e-05
9,98,19,327,6962,1689,1.5668000000000027e-05
9,99,19,361,6135,1506,1.558800000000002e-05
9,100,19,395,6166,1519,1.6972000000000027e-05
9,101,19,323,6740,1633,1.4028000000000012e-05
9,102,19,301,6196,1511,1.3900000000000011e-05
9,103,19,300,6514,1593,1.3364000000000008e-05
9,104,19,332,6920,1685,1.4444000000000013e-05
9,105,19,276,6066,1486,1.5452000000000028e-05
9,106,19,304,6139,1516,1.4260000000000011e-05
9,107,19,324,6191,1513,1.4436000000000012e-05
9,108,19,294,6043,1491,1.2812000000000005e-05
9,109,19,361,6579,1601,1.6076000000000024e-05
9,110,19,346,6746,1653,1.4716000000000015e-05
9,111,19,349,6341,1562,1.4564000000000015e-05
9,112,19,359,6791,1657,1.4620000000000014e-05
9,113,19,306,6549,1584,1.3172000000000005e-05
9,114,19,354,7250,1771,1.552400000000002e-05
9,115,19,364,7137,1743,1.4644000000000014e-05
9,116,19,294,6136,1491,1.3604000000000007e-05
9,117,19,324,6643,1620,1.4436000000000012e-05
9,118,19,325,6707,1651,1.359600000000001e-05
9,119,19,332,6664,1629,1.3828000000000016e-05
9,120,19,438,6747,1645,1.7876000000000027e-05
9,121,19,331,6948,1701,1.4380000000000011e-05
9,122,19,420,6928,1706,1.745200000000003e-05
9,123,19,356,6700,1632,1.4420000000000014e-05
9,124,19,329,6514,1594,1.4932000000000016e-05
9,125,19,376,6586,1597,1.6244000000000023e-05
9,126,19,322,6483,1583,1.410000000000001e-05
9,127,19,317,6755,1650,1.4012000000000011e-05
9,128,19,332,6118,1496,1.426000000000002e-05
9,129,19,324,6433,1578,1.4324000000000012e-05
9,130,19,359,6280,1541,1.7440000000000013e-05
9,131,19,401,7647,1859,1.5708000000000023e-05
9,132,19,298,6365,1555,1.348400000000001e-05
9,133,19,323,6982,1691,1.3684000000000008e-05
9,134,14,296,5045,1220,1.3716000000000009e-05
10,0,19,352,6775,1665,1.5188000000000016e-05
10,1,19,393,6539,1627,1.573200000000002e-05
10,2,19,322,6250,1532,1.407600000000001e-05
10,3,19,346,6350,1566,1.5188000000000016e-05
10,4,19,325,6935,1707,1.4436000000000012e-05
10,5,19,324,6527,1583,1.3060000000000007e-05
10,6,19,395,6663,1618,1.6740000000000026e-05
10,7,19,321,6377,1554,1.426000000000002e-05
10,8,19,328,7668,1860,1.6236000000000025e-05
10,9,19,302,6764,1647,1.390800000000001e-05
10,10,19,327,7006,1705,1.4532000000000013e-05
10,11,19,264,6097,1499,1.4100000000000016e-05
10,12,19,327,6556,1609,1.6140000000000025e-05
10,13,19,331,5943,1476,1.3596000000000008e-05
10,14,19,328,6628,1614,1.577600000000003e-05
10,15,19,295,6263,1531,1.2788000000000004e-05
10,16,19,344,6757,1642,1.553200000000002e-05
10,17,19,385,6556,1611,1.544400000000002e-05
10,18,19,323,6449,1596,1.4436000000000012e-05
10,19,19,326,6460,1591,1.4108000000000011e-05
10,20,19,355,6872,1667,1.4620000000000014e-05
10,21,19,313,6334,1551,1.3196000000000005e-05
10,22,19,365,6211,1519,1.5652000000000022e-05
10,23,19,322,6306,1549,1.354000000000001e-05
10,24,19,332,6346,1549,1.4564000000000013e-05
10,25,19,317,5792,1422,1.2996000000000006e-05
10,26,19,322,6475,1601,1.3532000000000009e-05
10,27,19,322,6403,1564,1.347600000000001e-05
10,28,19,283,6496,1594,1.478800000000002e-05
10,29,19,330,6630,1632,1.3956000000000015e-05
10,30,19,333,6862,1673,1.3524000000000011e-05
10,31,19,315,6191,1526,1.410000000000001e-05
10,32,19,388,6532,1592,1.6612000000000027e-05
10,33,19,367,6530,1598,1.618000000000002e-05
10,34,19,324,6832,1687,1.3460000000000013e-05
10,35,19,329,6778,1666,1.520400000000002e-05
10,36,19,326,6979,1720,1.3420000000000007e-05
10,37,19,333,6681,1630,1.402000000000001e-05
10,38,19,343,6755,1640,1.4140000000000014e-05
10,39,19,328,6469,1594,1.4532000000000013e-05
10,40,19,322,5883,1454,1.3236000000000007e-05
10,41,19,395,6641,1616,1.577200000000002e-05
10,42,19,302,6490,1579,1.5308000000000024e-05
10,43,19,323,6350,1549,1.4436000000000012e-05
10,44,19,298,6290,1520,1.4564000000000022e-05
10,45,19,325,6384,1554,1.4140000000000012e-05
10,46,19,272,6829,1656,1.2748000000000004e-05
10,47,19,347,6412,1568,1.7380000000000037e-05
10,48,19,348,6081,1505,1.5100000000000016e-05
10,49,19,331,6470,1590,1.6048000000000027e-05
10,50,19,354,6573,1616,1.4148000000000014e-05
10,51,19,325,6322,1562,1.577600000000003e-05
10,52,19,332,6616,1625,1.4564000000000013e-05
10,53,19,362,6780,1645,1.4684000000000014e-05
10,54,19,273,6005,1501,1.2492000000000002e-05
10,55,19,325,6587,1596,1.4108000000000011e-05
10,56,19,452,6865,1665,1.704800000000001e-05
10,57,19,299,6024,1447,1.384400000000001e-05
10,58,19,335,6423,1577,1.406800000000002e-05
10,59,19,392,6715,1648,1.6212000000000024e-05
10,60,19,359,6777,1624,1.3924000000000016e-05
10,61,19,332,6179,1524,1.3684000000000008e-05
10,62,19,315,6537,1596,1.3148000000000007e-05
10,63,19,394,7196,1758,1.6428000000000023e-05
10,64,19,293,6041,1478,1.3268000000000004e-05
10,65,19,349,7033,1705,1.6624000000000022e-05
10,66,19,360,6520,1592,1.4420000000000014e-05
10,67,19,321,6144,1512,1.354000000000001e-05
10,68,19,440,6966,1709,1.8364000000000023e-05
10,69,19,324,6595,1610,1.4012000000000011e-05
10,70,19,353,6626,1637,1.4796000000000016e-05
10,71,19,326,6797,1655,1.4580000000000013e-05
10,72,19,325,6725,1646,1.4436000000000012e-05
10,73,19,326,6843,1670,1.4100000000000016e-05
10,74,19,355,6778,1671,1.4356000000000015e-05
10,75,19,360,6601,1620,1.562000000000002e-05
10,76,19,278,5967,1462,1.2275999999999999e-05
10,77,19,294,6731,1653,1.3452000000000008e-05
10,78,19,324,6933,1687,1.4436000000000012e-05
10,79,19,386,6362,1556,1.704400000000003e-05
10,80,19,376,6847,1675,1.5156000000000015e-05
10,81,19,295,7001,1700,1.3348000000000005e-05
10,82,19,316,7114,1711,1.410000000000001e-05
10,83,19,319,6520,1581,1.3708000000000013e-05
10,84,19,346,7038,1728,1.4532000000000013e-05
10,85,19,343,6939,1687,1.553200000000002e-05
10,86,19,333,6157,1515,1.3708000000000013e-05
10,87,19,246,5400,1331,1.1852e-05
10,88,19,331,6363,1571,1.372400000000001e-05
10,89,19,298,6415,1565,1.2652000000000002e-05
10,90,19,348,6293,1540,1.5100000000000016e-05
10,91,19,324,6685,1635,1.5180000000000022e-05
10,92,19,333,7160,1731,1.4924000000000015e-05
10,93,19,331,6699,1654,1.4532000000000013e-05
10,94,19,296,6334,1557,1.2812000000000004e-05
10,95,19,332,6945,1690,1.5628000000000024e-05
10,96,19,314,6890,1689,1.3644000000000014e-05
10,97,19,386,6310,1551,1.6068000000000023e-05
10,98,19,324,6662,1618,1.4108000000000011e-05
10,99,19,360,6533,1594,1.4716000000000013e-05
10,100,19,383,6960,1701,1.6428000000000023e-05
10,101,19,316,6122,1493,1.410000000000001e-05
10,102,19,367,6365,1563,1.5116000000000018e-05
10,103,19,304,6794,1673,1.3924000000000016e-05
10,104,19,308,6576,1628,1.3532000000000009e-05
10,105,19,386,6506,1580,1.523600000000002e-05
10,106,19,325,6639,1637,1.4596000000000012e-05
10,107,19,343,6786,1656,1.3740000000000009e-05
10,108,19,272,5729,1390,1.2876000000000005e-05
10,109,19,415,6232,1517,1.6324000000000025e-05
10,110,19,318,6967,1705,1.4380000000000011e-05
10,111,19,346,6531,1598,1.4052000000000012e-05
10,112,19,330,7230,1739,1.4532000000000013e-05
10,113,19,338,7073,1711,1.5148000000000017e-05
10,114,19,272,5951,1462,1.2644000000000006e-05
10,115,19,331,7189,1742,1.577600000000003e-05
10,116,19,322,6482,1583,1.3236000000000007e-05
10,117,19,274,6428,1566,1.4196000000000016e-05
10,118,19,326,6559,1612,1.4324000000000012e-05
10,119,19,323,7042,1719,1.5300000000000023e-05
10,120,19,327,6495,1580,1.4172000000000011e-05
10,121,19,400,7253,1766,1.7268000000000025e-05
10,122,19,301,6043,1463,1.3956000000000015e-05
10,123,19,457,7239,1755,1.725600000000001e-05
10,124,19,288,6360,1562,1.2748000000000002e-05
10,125,19,360,6640,1606,1.4220000000000015e-05
10,126,19,341,6425,1563,1.5180000000000017e-05
10,127,19,301,6636,1618,1.3236000000000005e-05
10,128,19,315,6808,1649,1.4012000000000011e-05
10,129,19,328,6377,1567,1.4100000000000016e-05
10,130,19,344,6180,1515,1.5036000000000015e-05
10,131,19,355,6643,1624,1.4148000000000014e-05
10,132,19,311,6608,1639,1.3684000000000008e-05
10,133,19,352,6353,1554,1.6516000000000033e-05
10,134,14,301,4849,1201,1.3900000000000011e-05
11,0,19,331,7262,1763,1.4676000000000013e-05
11,1,19,356,7181,1748,1.5316000000000017e-05
11,2,19,333,6738,1655,1.4676000000000013e-05
11,3,19,324,6371,1562,1.3556000000000014e-05
11,4,19,351,7252,1764,1.4508000000000013e-05
11,5,19,364,6499,1573,1.6140000000000025e-05
11,6,19,388,6427,1581,1.570800000000002e-05
11,7,19,319,6704,1643,1.347600000000001e-05
11,8,19,297,6530,1584,1.384400000000001e-05
11,9,19,391,6877,1684,1.6364000000000025e-05
11,10,19,321,6489,1606,1.3420000000000007e-05
11,11,19,341,6283,1535,1.4076000000000012e-05
11,12,19,326,6197,1511,1.3484000000000008e-05
11,13,19,269,6265,1527,1.2812000000000005e-05
11,14,19,388,7308,1780,1.6436000000000034e-05
11,15,19,323,6496,1599,1.4108000000000011e-05
11,16,19,362,6757,1662,1.7296000000000015e-05
11,17,19,295,6405,1542,1.3388000000000006e-05
11,18,19,360,6408,1563,1.4420000000000014e-05
11,19,19,282,6221,1518,1.2652000000000002e-05
11,20,19,351,7112,1729,1.7344000000000012e-05
11,21,19,343,7051,1723,1.4684000000000016e-05
11,22,19,315,6688,1629,1.5188000000000021e-05
11,23,19,353,6171,1517,1.689600000000002e-05
11,24,19,346,6546,1592,1.5220000000000015e-05
11,25,19,324,6898,1689,1.3748000000000018e-05
11,26,19,331,6190,1522,1.410000000000001e-05
11,27,19,297,6081,1504,1.3900000000000011e-05
11,28,19,388,6841,1663,1.5308000000000024e-05
11,29,19,324,6771,1650,1.4436000000000012e-05
11,30,19,296,6496,1585,1.3116000000000011e-05
11,31,19,314,6260,1537,1.4532000000000013e-05
11,32,19,305,6921,1693,1.3804000000000014e-05
11,33,19,357,7055,1719,1.4356000000000011e-05
11,34,19,303,6317,1544,1.308400000000001e-05
11,35,19,333,6604,1615,1.708400000000003e-05
11,36,19,322,5864,1453,1.3292000000000006e-05
11,37,19,321,6347,1549,1.4580000000000021e-05
11,38,19,340,7183,1754,1.4620000000000014e-05
11,39,19,393,6495,1591,1.536400000000002e-05
11,40,19,329,6897,1679,1.4580000000000013e-05
11,41,19,324,6562,1609,1.4508000000000013e-05
11,42,19,346,6529,1599,1.5188000000000016e-05
11,43,19,332,6551,1606,1.449200000000002e-05
11,44,19,308,6163,1502,1.394800000000001e-05
11,45,19,354,6977,1689,1.6048000000000027e-05
11,46,19,304,6709,1646,1.2580000000000003e-05
11,47,19,358,7070,1714,1.4620000000000014e-05
11,48,19,355,6948,1694,1.4148000000000014e-05
11,49,19,323,6645,1626,1.560000000000003e-05
11,50,19,289,6259,1540,1.3172000000000005e-05
11,51,19,351,7028,1728,1.5460000000000018e-05
11,52,19,331,6311,1561,1.3596000000000008e-05
11,53,19,313,6454,1573,1.5396000000000027e-05
11,54,19,283,5878,1440,1.3300000000000006e-05
11,55,19,300,6524,1608,1.3556000000000007e-05
11,56,19,322,6248,1542,1.396400000000001e-05
11,57,19,322,6656,1627,1.347600000000001e-05
11,58,19,398,6443,1560,1.5836000000000023e-05
11,59,19,385,6001,1474,1.4952000000000032e-05
11,60,19,353,6834,1675,1.520400000000002e-05
11,61,19,360,6587,1631,1.562000000000002e-05
11,62,19,365,7115,1744,1.573200000000002e-05
11,63,19,361,6826,1674,1.4868000000000014e-05
11,64,19,332,6696,1615,1.4884000000000022e-05
11,65,19,331,6466,1578,1.4532000000000013e-05
11,66,19,303,7397,1795,1.5396000000000027e-05
11,67,19,330,6527,1593,1.3556000000000014e-05
11,68,19,352,6473,1565,1.4260000000000013e-05
11,69,19,282,6079,1492,1.494800000000002e-05
11,70,19,334,6653,1614,1.6956000000000032e-05
11,71,19,281,5677,1404,1.2940000000000007e-05
11,72,19,295,6442,1571,1.3236000000000005e-05
11,73,19,347,6586,1607,1.5124000000000022e-05
11,74,19,350,6997,1723,1.4444000000000013e-05
11,75,19,328,6713,1638,1.4012000000000011e-05
11,76,19,349,6674,1616,1.5628000000000024e-05
11,77,19,325,6698,1654,1.4436000000000012e-05
11,78,19,316,6159,1519,1.410000000000001e-05
11,79,19,365,6274,1534,1.4452000000000015e-05
11,80,19,389,7087,1721,1.6956000000000032e-05
11,81,19,327,6516,1588,1.359600000000001e-05
11,82,19,322,6408,1577,1.3060000000000007e-05
11,83,19,355,6327,1562,1.4084000000000013e-05
11,84,19,324,6092,1503,1.4228000000000012e-05
11,85,19,268,5921,1441,1.2276000000000002e-05
11,86,19,328,6261,1513,1.4532000000000013e-05
11,87,19,331,6552,1595,1.560000000000003e-05
11,88,19,330,7164,1735,1.4500000000000012e-05
11,89,19,323,6160,1532,1.407600000000001e-05
11,90,19,387,6637,1633,1.6364000000000025e-05
11,91,19,363,6989,1707,1.5460000000000018e-05
11,92,19,356,7224,1750,1.4772000000000015e-05
11,93,19,326,6151,1502,1.4140000000000012e-05
11,94,19,322,6490,1589,1.406800000000002e-05
11,95,19,333,6802,1655,1.4932000000000016e-05
11,96,19,394,6853,1648,1.7004000000000026e-05
11,97,19,328,6179,1524,1.4532000000000013e-05
11,98,19,382,6373,1566,1.5172000000000018e-05
11,99,19,324,6524,1581,1.4436000000000012e-05
11,100,19,350,6382,1559,1.4260000000000013e-05
11,101,19,355,6748,1641,1.5276000000000025e-05
11,102,19,324,6346,1559,1.354000000000001e-05
11,103,19,439,6847,1689,1.845200000000002e-05
11,104,19,315,6173,1498,1.611600000000003e-05
11,105,19,350,6999,1714,1.5124000000000015e-05
11,106,19,334,6348,1545,1.4268000000000013e-05
11,107,19,447,6934,1702,1.758800000000003e-05
11,108,19,348,7692,1855,1.5452000000000028e-05
11,109,19,347,7167,1749,1.5188000000000016e-05
11,110,19,362,7167,1744,1.4716000000000013e-05
11,111,19,315,6947,1712,1.5628000000000024e-05
11,112,19,325,6836,1677,1.4436000000000012e-05
11,113,19,383,6701,1637,1.6548000000000025e-05
11,114,19,328,6309,1542,1.3444000000000007e-05
11,115,19,352,6765,1655,1.7900000000000032e-05
11,116,19,360,6545,1594,1.558800000000002e-05
11,117,19,265,6020,1476,1.2812000000000004e-05
11,118,19,327,6176,1513,1.3332000000000007e-05
11,119,19,355,7395,1787,1.4356000000000013e-05
11,120,19,352,6729,1644,1.5460000000000018e-05
11,121,19,331,6328,1552,1.3340000000000008e-05
11,122,19,298,6101,1495,1.5276000000000025e-05
11,123,19,340,7197,1773,1.7404000000000035e-05
11,124,19,335,6351,1564,1.4108000000000011e-05
11,125,19,297,6256,1558,1.3292000000000006e-05
11,126,19,323,6372,1560,1.4100000000000016e-05
11,127,19,301,6297,1526,1.430400000000003e-05
11,128,19,310,6905,1687,1.359600000000001e-05
11,129,19,270,6156,1492,1.3804000000000014e-05
11,130,19,273,6241,1525,1.2372000000000003e-05
11,131,19,350,7160,1740,1.4564000000000015e-05
11,132,19,283,6550,1601,1.3708000000000013e-05
11,133,19,340,6905,1680,1.478800000000002e-05
11,134,14,352,4813,1172,1.4324000000000014e-05
12,0,19,391,6941,1698,1.577200000000002e-05
12,1,19,341,7134,1737,1.4532000000000013e-05
12,2,19,330,6700,1662,1.4532000000000013e-05
12,3,19,327,6201,1524,1.3556000000000014e-05
12,4,19,403,6504,1596,1.5912000000000027e-05
12,5,19,346,7273,1770,1.5100000000000016e-05
12,6,19,297,6499,1598,1.3052000000000006e-05
12,7,19,280,6594,1601,1.3748000000000018e-05
12,8,19,414,6740,1668,1.7004000000000026e-05
12,9,19,349,6928,1697,1.410000000000001e-05
12,10,19,355,6853,1665,1.4988000000000015e-05
12,11,19,344,6752,1653,1.5668000000000027e-05
12,12,19,385,6376,1566,1.7804000000000035e-05
12,13,19,328,6394,1568,1.396400000000001e-05
12,14,19,257,5979,1470,1.3444000000000014e-05
12,15,19,312,6337,1553,1.4444000000000013e-05
12,16,19,292,6571,1621,1.633200000000003e-05
12,17,19,415,7288,1776,1.6324000000000025e-05
12,18,19,333,6727,1654,1.4988000000000015e-05
12,19,19,324,6852,1669,1.4436000000000012e-05
12,20,19,316,6827,1654,1.4012000000000011e-05
12,21,19,389,7519,1836,1.570800000000002e-05
12,22,19,322,6434,1590,1.3924000000000016e-05
12,23,19,332,6423,1567,1.3260000000000012e-05
12,24,19,351,6291,1545,1.4260000000000013e-05
12,25,19,364,7730,1878,1.6016000000000028e-05
12,26,19,354,6684,1634,1.4588000000000013e-05
12,27,19,391,6721,1632,1.6908000000000025e-05
12,28,19,306,6396,1556,1.3316000000000013e-05
12,29,19,372,7228,1749,1.4352000000000028e-05
12,30,19,292,6293,1557,1.2692000000000003e-05
12,31,19,325,6566,1600,1.3412000000000013e-05
12,32,19,363,6276,1554,1.5652000000000022e-05
12,33,19,295,6029,1496,1.3052000000000006e-05
12,34,19,353,6640,1610,1.7332000000000037e-05
12,35,19,302,6215,1534,1.3148000000000007e-05
12,36,19,328,6582,1610,1.3556000000000014e-05
12,37,19,316,7118,1727,1.4012000000000011e-05
12,38,19,354,6097,1511,1.4116000000000014e-05
12,39,19,342,6224,1530,1.6736000000000017e-05
12,40,19,367,6651,1643,1.5164000000000018e-05
12,41,19,323,6673,1612,1.577600000000003e-05
12,42,19,282,6399,1570,1.3356000000000007e-05
12,43,19,354,7416,1794,1.624400000000003e-05
12,44,19,362,6491,1608,1.4224000000000027e-05
12,45,19,351,7143,1742,1.5196000000000017e-05
12,46,19,331,6501,1580,1.3316000000000013e-05
12,47,19,329,6341,1549,1.3708000000000013e-05
12,48,19,305,6695,1643,1.4260000000000011e-05
12,49,19,328,6423,1581,1.4188000000000016e-05
12,50,19,350,6561,1602,1.5196000000000017e-05
12,51,19,347,6500,1592,1.5188000000000016e-05
12,52,19,360,6176,1522,1.562000000000002e-05
12,53,19,341,6351,1547,1.5036000000000015e-05
12,54,19,332,6917,1673,1.410000000000001e-05
12,55,19,327,6639,1591,1.4228000000000012e-05
12,56,19,334,6192,1516,1.4540000000000013e-05
12,57,19,352,6423,1579,1.5460000000000018e-05
12,58,19,323,6042,1478,1.4436000000000017e-05
12,59,19,316,6801,1651,1.410000000000001e-05
12,60,19,346,6905,1688,1.4260000000000013e-05
12,61,19,384,7263,1770,1.6068000000000023e-05
12,62,19,259,6083,1519,1.4164000000000015e-05
12,63,19,395,7180,1749,1.6428000000000023e-05
12,64,19,326,6614,1622,1.587200000000003e-05
12,65,19,317,6186,1521,1.3388000000000006e-05
12,66,19,331,6480,1581,1.3556000000000007e-05
12,67,19,326,6906,1685,1.5516000000000026e-05
12,68,19,293,6338,1558,1.4068000000000015e-05
12,69,19,342,6275,1542,1.4228000000000012e-05
12,70,19,383,6906,1693,1.6372000000000022e-05
12,71,19,359,7152,1744,1.7072000000000015e-05
12,72,19,331,6451,1596,1.4988000000000015e-05
12,73,19,327,6400,1577,1.3900000000000011e-05
12,74,19,384,6598,1596,1.523600000000002e-05
12,75,19,364,6781,1638,1.5108000000000017e-05
12,76,19,335,6456,1592,1.4564000000000013e-05
12,77,19,344,6516,1582,1.587600000000003e-05
12,78,19,404,7074,1726,1.6948000000000028e-05
12,79,19,362,6993,1692,1.4284000000000016e-05
12,80,19,299,6255,1556,1.2780000000000003e-05
12,81,19,360,6947,1705,1.577600000000003e-05
12,82,19,342,6118,1508,1.4196000000000011e-05
12,83,19,300,6635,1630,1.3556000000000007e-05
12,84,19,316,6589,1606,1.410000000000001e-05
12,85,19,355,6760,1651,1.4532000000000013e-05
12,86,19,347,7061,1732,1.5188000000000016e-05
12,87,19,370,6489,1598,1.4932000000000016e-05
12,88,19,328,7069,1720,1.4532000000000013e-05
12,89,19,294,6533,1603,1.5764000000000027e-05
12,90,19,351,7331,1811,1.5460000000000018e-05
12,91,19,398,7543,1828,1.8884000000000025e-05
12,92,19,241,5552,1368,1.1787999999999998e-05
12,93,19,330,6784,1642,1.4868000000000014e-05
12,94,19,315,6134,1508,1.4012000000000011e-05
12,95,19,348,6761,1661,1.4260000000000013e-05
12,96,19,346,6238,1514,1.5220000000000015e-05
12,97,19,263,6278,1538,1.2396000000000003e-05
12,98,19,330,7155,1740,1.5188000000000021e-05
12,99,19,374,5966,1476,1.5212000000000018e-05
12,100,19,332,6743,1630,1.4644000000000014e-05
12,101,19,326,6918,1685,1.6052000000000025e-05
12,102,19,320,6299,1554,1.4644000000000021e-05
12,103,19,349,6752,1653,1.4116000000000014e-05
12,104,19,301,6496,1587,1.3316000000000013e-05
12,105,19,306,6387,1566,1.4164000000000019e-05
12,106,19,347,7031,1714,1.4260000000000013e-05
12,107,19,311,6385,1553,1.5404000000000024e-05
12,108,19,270,5983,1453,1.2268000000000002e-05
12,109,19,355,7370,1812,1.4324000000000014e-05
12,110,19,388,6977,1712,1.6364000000000025e-05
12,111,19,348,6780,1659,1.4620000000000014e-05
12,112,19,289,5893,1425,1.3204000000000013e-05
12,113,19,335,7259,1765,1.5084000000000015e-05
12,114,19,320,7298,1783,1.4196000000000011e-05
12,115,19,312,6285,1544,1.3740000000000009e-05
12,116,19,317,6437,1585,1.3468000000000007e-05
12,117,19,363,7002,1709,1.4764000000000013e-05
12,118,19,354,6578,1610,1.560000000000003e-05
12,119,19,383,7034,1718,1.544400000000002e-05
12,120,19,328,6802,1673,1.4580000000000013e-05
12,121,19,330,6397,1571,1.3188000000000008e-05
12,122,19,482,7401,1808,1.9084000000000016e-05
12,123,19,346,6357,1564,1.5188000000000016e-05
12,124,19,283,5781,1417,1.2652000000000002e-05
12,125,19,360,6758,1651,1.4224000000000027e-05
12,126,19,351,6388,1576,1.5196000000000017e-05
12,127,19,354,6474,1576,1.662800000000003e-05
12,128,19,278,5411,1351,1.1851999999999996e-05
12,129,19,324,6640,1625,1.4452000000000013e-05
12,130,19,273,6269,1534,1.2212000000000001e-05
12,131,19,352,5954,1458,1.4148000000000014e-05
12,132,19,348,6513,1583,1.4380000000000013e-05
12,133,19,323,6712,1659,1.429200000000002e-05
12,134,14,328,5154,1270,1.4580000000000013e-05
13,0,19,385,6590,1613,1.4700000000000017e-05
13,1,19,349,6827,1676,1.4740000000000022e-05
13,2,19,269,6347,1548,1.3556000000000014e-05
13,3,19,315,6633,1632,1.4164000000000019e-05
13,4,19,353,6684,1622,1.3876000000000018e-05
13,5,19,292,6405,1580,1.3780000000000009e-05
13,6,19,331,6492,1596,1.406800000000002e-05
13,7,19,389,7008,1696,1.6364000000000025e-05
13,8,19,354,6515,1587,1.4164000000000019e-05
13,9,19,393,7034,1703,1.5404000000000024e-05
13,10,19,333,6885,1692,1.4564000000000013e-05
13,11,19,327,6070,1501,1.378800000000001e-05
